sa2_code,sa2_name,state_name,industry_code,industry_label,opportunity_score,underserved_businesses,observed_businesses,expected_businesses_state_median_density,demand_index
209041532,"Mernda - South","Victoria",L,"Rental, Hiring and Real Estate Services",98.5052,70.86,46,116.86,0.7901
127031599,"Lurnea - Cartwright","New South Wales",M,"Professional, Scientific and Technical Services",98.4978,81.21,52,133.21,0.6128
402021030,"Elizabeth","South Australia",L,"Rental, Hiring and Real Estate Services",98.4358,80.89,20,100.89,0.617
104011080,"Grafton","New South Wales",M,"Professional, Scientific and Technical Services",98.3083,112.27,82,194.27,0.2756
113031271,"Wagga Wagga Surrounds","New South Wales",M,"Professional, Scientific and Technical Services",98.2425,91,92,183,0.4796
308031210,"Gracemere","Queensland",M,"Professional, Scientific and Technical Services",98.2252,81.36,29,110.36,0.6073
212011546,"Beaconsfield - Officer","Victoria",L,"Rental, Hiring and Real Estate Services",98.1817,70.08,175,245.08,0.8009
209011203,"Viewbank - Yallambie","Victoria",L,"Rental, Hiring and Real Estate Services",98.1633,80.23,84,164.23,0.6235
128021607,"Engadine","New South Wales",L,"Rental, Hiring and Real Estate Services",98.0763,73.96,84,157.96,0.726
310041299,"Collingwood Park - Redbank","Queensland",M,"Professional, Scientific and Technical Services",97.8626,73.22,45,118.22,0.7366
506011117,"Seville Grove","Western Australia",L,"Rental, Hiring and Real Estate Services",97.8151,75.58,17,92.58,0.6942
125041589,"Wentworthville - Westmead","New South Wales",L,"Rental, Hiring and Real Estate Services",97.6965,69.97,141,210.97,0.7963
310011274,"Inala - Richlands","Queensland",L,"Rental, Hiring and Real Estate Services",97.6295,85.04,98,183.04,0.5481
107041150,"Woonona - Bulli - Russell Vale","New South Wales",I,"Transport, Postal and Warehousing",97.4964,78.63,40,118.63,0.6399
124031460,"Glenmore Park - Regentville","New South Wales",M,"Professional, Scientific and Technical Services",97.3999,71.54,138,209.54,0.7614
127021519,"Smithfield - Wetherill Park","New South Wales",M,"Professional, Scientific and Technical Services",97.3428,81.29,117,198.29,0.5975
402031175,"Northgate - Northfield","South Australia",L,"Rental, Hiring and Real Estate Services",97.2293,69.02,103,172.02,0.8087
207011150,"Glen Iris - East","Victoria",I,"Transport, Postal and Warehousing",97.2246,69.85,42,111.85,0.7919
102021045,"Blue Haven - San Remo","New South Wales",L,"Rental, Hiring and Real Estate Services",97.1101,88.59,15,103.59,0.4962
504031057,"Beechboro","Western Australia",M,"Professional, Scientific and Technical Services",96.9848,72.6,114,186.6,0.7359
203021043,"Lara","Victoria",M,"Professional, Scientific and Technical Services",96.9399,76.89,141,217.89,0.6608
310041302,"Redbank Plains","Queensland",Q,"Health Care and Social Assistance",96.9192,74.5,97,171.5,0.7009
402041044,"Paralowie","South Australia",M,"Professional, Scientific and Technical Services",96.7462,77.21,30,107.21,0.653
124011454,"Springwood - Winmalee","New South Wales",L,"Rental, Hiring and Real Estate Services",96.3968,87.34,110,197.34,0.5037
213011333,"Kings Park (Vic.)","Victoria",M,"Professional, Scientific and Technical Services",96.2901,93.13,39,132.13,0.4339
213011334,"St Albans - North","Victoria",L,"Rental, Hiring and Real Estate Services",96.2126,93.45,88,181.45,0.4295
213011335,"St Albans - South","Victoria",L,"Rental, Hiring and Real Estate Services",96.0645,89.48,64,153.48,0.4736
208011173,"Sandringham - Black Rock","Victoria",I,"Transport, Postal and Warehousing",95.6792,81.94,33,114.94,0.5676
214021382,"Mount Martha","Victoria",I,"Transport, Postal and Warehousing",95.5323,86.62,42,128.62,0.5029
507051313,"Baldivis - South","Western Australia",G,"Retail Trade",95.4216,66.75,54,120.75,0.8295
311021308,"Edens Landing - Holmview","Queensland",L,"Rental, Hiring and Real Estate Services",95.3246,71.82,24,95.82,0.7272
310031287,"Ipswich - East","Queensland",L,"Rental, Hiring and Real Estate Services",95.3174,89.13,73,162.13,0.4694
214011372,"Frankston North","Victoria",M,"Professional, Scientific and Technical Services",95.2783,98.19,90,188.19,0.3703
313021572,"Caboolture - East","Queensland",L,"Rental, Hiring and Real Estate Services",95.1954,80.32,87,167.32,0.5852
124031708,"Jordan Springs - Llandilo","New South Wales",L,"Rental, Hiring and Real Estate Services",94.9614,65.27,71,136.27,0.855
505021089,"Karrinyup - Gwelup - Carine","Western Australia",I,"Transport, Postal and Warehousing",94.9286,74.72,59,133.72,0.6704
209011197,"Greensborough","Victoria",I,"Transport, Postal and Warehousing",94.3116,75.09,61,136.09,0.6559
106031125,"Williamtown - Medowie - Karuah","New South Wales",L,"Rental, Hiring and Real Estate Services",94.1961,81.11,67,148.11,0.5613
209041528,"Doreen - South","Victoria",L,"Rental, Hiring and Real Estate Services",94.0239,68.04,34,102.04,0.782
317011446,"Darling Heights","Queensland",L,"Rental, Hiring and Real Estate Services",93.9652,85.94,52,137.94,0.4934
127021509,"Bonnyrigg Heights - Bonnyrigg","New South Wales",L,"Rental, Hiring and Real Estate Services",93.9137,79.3,76,155.3,0.5843
403021063,"Sheidow Park - Trott Park","South Australia",L,"Rental, Hiring and Real Estate Services",93.8748,69.85,22,91.85,0.744
212021553,"Berwick - South East","Victoria",L,"Rental, Hiring and Real Estate Services",93.8359,63.81,109,172.81,0.8705
213041353,"Bacchus Marsh","Victoria",M,"Professional, Scientific and Technical Services",93.6702,79.07,173,252.07,0.5846
107031136,"Albion Park - Macquarie Pass","New South Wales",G,"Retail Trade",93.4981,72.02,45,117.02,0.6983
127031730,"Edmondson Park","New South Wales",L,"Rental, Hiring and Real Estate Services",93.3376,61.81,89,150.81,0.91
210051543,"Craigieburn - West","Victoria",L,"Rental, Hiring and Real Estate Services",93.2156,71.52,56,127.52,0.7033
403021061,"Mitchell Park","South Australia",L,"Rental, Hiring and Real Estate Services",93.1867,79.76,77,156.76,0.5684
311031314,"Crestmead","Queensland",M,"Professional, Scientific and Technical Services",93.0318,78.3,29,107.3,0.5881
209041224,"Wallan","Victoria",G,"Retail Trade",93.03,68.84,94,162.84,0.7514
313041372,"Burpengary","Queensland",L,"Rental, Hiring and Real Estate Services",92.929,76.53,82,158.53,0.6142
108051169,"Taree","New South Wales",M,"Professional, Scientific and Technical Services",92.8366,111.97,99,210.97,0.2291
208011172,"Hampton","Victoria",I,"Transport, Postal and Warehousing",92.7014,67.51,55,122.51,0.7732
213051579,"Manor Lakes - Quandong","Victoria",L,"Rental, Hiring and Real Estate Services",92.6894,63.64,45,108.64,0.8564
317011446,"Darling Heights","Queensland",M,"Professional, Scientific and Technical Services",92.5828,84.67,50,134.67,0.4934
212021554,"Berwick - South West","Victoria",L,"Rental, Hiring and Real Estate Services",92.5706,64.51,46,110.51,0.835
123021706,"Macquarie Fields","New South Wales",M,"Professional, Scientific and Technical Services",92.3264,80.62,62,142.62,0.5452
202011022,"Kangaroo Flat - Golden Square","Victoria",M,"Professional, Scientific and Technical Services",92.2934,107.2,96,203.2,0.261
501021005,"Australind - Leschenault","Western Australia",L,"Rental, Hiring and Real Estate Services",92.1026,82.55,72,154.55,0.5157
212031555,"Clyde North - North","Victoria",L,"Rental, Hiring and Real Estate Services",92.0702,62.66,51,113.66,0.8695
403041080,"Happy Valley","South Australia",L,"Rental, Hiring and Real Estate Services",91.9358,79.94,47,126.94,0.55
310021280,"Lockyer Valley - East","Queensland",M,"Professional, Scientific and Technical Services",91.8565,88.56,108,196.56,0.4372
312021342,"Andergrove - Beaconsfield","Queensland",M,"Professional, Scientific and Technical Services",91.8358,81.04,60,141.04,0.5333
308031210,"Gracemere","Queensland",L,"Rental, Hiring and Real Estate Services",91.7966,76.04,37,113.04,0.6073
107011545,"Berkeley - Lake Heights - Cringila","New South Wales",M,"Professional, Scientific and Technical Services",91.6869,90.12,50,140.12,0.4174
122011419,"Manly - Fairlight","New South Wales",I,"Transport, Postal and Warehousing",91.6479,77.35,61,138.35,0.5848
504031299,"Brabham - Henley Brook","Western Australia",L,"Rental, Hiring and Real Estate Services",91.5877,64.36,51,115.36,0.8232
210051443,"Craigieburn - South","Victoria",L,"Rental, Hiring and Real Estate Services",91.5321,70.1,138,208.1,0.7058
212021295,"Doveton","Victoria",M,"Professional, Scientific and Technical Services",91.5009,80.33,41,121.33,0.539
212031458,"Narre Warren South - West","Victoria",L,"Rental, Hiring and Real Estate Services",91.4602,75.09,73,148.09,0.6179
213041360,"Taylors Hill","Victoria",L,"Rental, Hiring and Real Estate Services",91.4055,70.55,101,171.55,0.6956
104011081,"Grafton Surrounds","New South Wales",M,"Professional, Scientific and Technical Services",91.3151,106.91,68,174.91,0.2541
313051380,"Rothwell - Kippa-Ring","Queensland",L,"Rental, Hiring and Real Estate Services",91.1243,97.04,54,151.04,0.3391
212031560,"Cranbourne North - West","Victoria",L,"Rental, Hiring and Real Estate Services",91.0115,76.52,30,106.52,0.5894
123021441,"Leumeah - Minto Heights","New South Wales",M,"Professional, Scientific and Technical Services",90.8871,81,88,169,0.522
507051312,"Baldivis - North","Western Australia",L,"Rental, Hiring and Real Estate Services",90.8659,67,47,114,0.7562
106031122,"Raymond Terrace","New South Wales",M,"Professional, Scientific and Technical Services",90.8071,88.28,62,150.28,0.4286
213041576,"Kurunjang - Toolern Vale","Victoria",M,"Professional, Scientific and Technical Services",90.7727,78.47,36,114.47,0.5567
124031707,"Cranebrook - Castlereagh","New South Wales",M,"Professional, Scientific and Technical Services",90.6737,72.69,98,170.69,0.6474
205041095,"Moe - Newborough","Victoria",M,"Professional, Scientific and Technical Services",90.6309,105.1,61,166.1,0.2623
110041202,"Tamworth - East","New South Wales",L,"Rental, Hiring and Real Estate Services",90.5635,93.47,108,201.47,0.3689
310031283,"Brassall","Queensland",L,"Rental, Hiring and Real Estate Services",90.5176,77.09,34,111.09,0.5742
127011595,"Hinchinbrook","New South Wales",L,"Rental, Hiring and Real Estate Services",90.5171,73.2,43,116.2,0.6366
114011278,"Nowra","New South Wales",M,"Professional, Scientific and Technical Services",90.45,86.99,146,232.99,0.4398
310041302,"Redbank Plains","Queensland",S,"Other Services",90.3957,69.49,63,132.49,0.7009
311041571,"Yarrabilba","Queensland",M,"Professional, Scientific and Technical Services",90.2122,67.47,55,122.47,0.737
507051192,"Waikiki","Western Australia",L,"Rental, Hiring and Real Estate Services",90.2034,82.33,16,98.33,0.4956
402041048,"Salisbury North","South Australia",M,"Professional, Scientific and Technical Services",90.0317,77.23,33,110.23,0.5658
103011613,"Bathurst - West","New South Wales",M,"Professional, Scientific and Technical Services",89.8582,78.97,67,145.97,0.5379
403041084,"Morphett Vale - East","South Australia",L,"Rental, Hiring and Real Estate Services",89.504,88.63,36,124.63,0.4098
314011386,"The Hills District","Queensland",I,"Transport, Postal and Warehousing",89.4539,66.73,77,143.73,0.7405
208011170,"Brighton East","Victoria",I,"Transport, Postal and Warehousing",89.3606,64.09,46,110.09,0.7943
116021632,"Schofields - East","New South Wales",L,"Rental, Hiring and Real Estate Services",89.0591,58.74,261,319.74,0.9161
127011594,"Green Valley","New South Wales",L,"Rental, Hiring and Real Estate Services",88.7881,76.1,38,114.1,0.5667
209041431,"Epping - East","Victoria",M,"Professional, Scientific and Technical Services",88.7183,74.97,53,127.97,0.5834
203021486,"Corio - Lovely Banks","Victoria",L,"Rental, Hiring and Real Estate Services",88.306,86.97,73,159.97,0.4153
111011209,"Glendale - Cardiff - Hillsborough","New South Wales",L,"Rental, Hiring and Real Estate Services",88.255,76.43,150,226.43,0.5548
103041078,"Orange - North","New South Wales",L,"Rental, Hiring and Real Estate Services",88.0031,71.66,141,212.66,0.628
313041373,"Deception Bay","Queensland",L,"Rental, Hiring and Real Estate Services",87.9859,88.24,119,207.24,0.3971
124031462,"Kingswood - Werrington","New South Wales",G,"Retail Trade",87.9766,65.26,75,140.26,0.7482
311061336,"Woodridge","Queensland",M,"Professional, Scientific and Technical Services",87.8139,73.29,43,116.29,0.5981
203021043,"Lara","Victoria",G,"Retail Trade",87.8083,69.65,62,131.65,0.6608
212031559,"Cranbourne North - East","Victoria",L,"Rental, Hiring and Real Estate Services",87.5824,67.17,51,118.17,0.7038
212031562,"Hampton Park - West","Victoria",M,"Professional, Scientific and Technical Services",87.5734,79.59,51,130.59,0.5003
122011418,"Balgowlah - Clontarf - Seaforth","New South Wales",I,"Transport, Postal and Warehousing",87.4525,64.96,54,118.96,0.7463
125031484,"Guildford West - Merrylands West","New South Wales",M,"Professional, Scientific and Technical Services",87.4513,68.89,173,241.89,0.6694
314031391,"Bray Park","Queensland",L,"Rental, Hiring and Real Estate Services",87.4387,74.05,18,92.05,0.5809
213011569,"Deer Park","Victoria",L,"Rental, Hiring and Real Estate Services",87.1643,77.38,82,159.38,0.5265
213021342,"Altona Meadows","Victoria",L,"Rental, Hiring and Real Estate Services",86.9948,80.37,82,162.37,0.4825
123021704,"Glenfield","New South Wales",L,"Rental, Hiring and Real Estate Services",86.9571,67.42,29,96.42,0.6898
213021342,"Altona Meadows","Victoria",M,"Professional, Scientific and Technical Services",86.8693,80.25,98,178.25,0.4825
127031732,"Liverpool - West","New South Wales",L,"Rental, Hiring and Real Estate Services",86.8491,70.67,62,132.67,0.6289
212041318,"Springvale South","Victoria",L,"Rental, Hiring and Real Estate Services",86.5413,73.52,40,113.52,0.5772
101021610,"Googong","New South Wales",L,"Rental, Hiring and Real Estate Services",86.4712,56.75,19,75.75,0.9238
212031303,"Cranbourne South","Victoria",M,"Professional, Scientific and Technical Services",86.4485,63.12,170,233.12,0.7696
215021470,"Mildura - South","Victoria",M,"Professional, Scientific and Technical Services",86.1159,97.28,61,158.28,0.2852
116021632,"Schofields - East","New South Wales",Q,"Health Care and Social Assistance",86.0125,56.73,165,221.73,0.9161
211011447,"Ferntree Gully - North","Victoria",L,"Rental, Hiring and Real Estate Services",85.978,78.54,47,125.54,0.4948
311031311,"Boronia Heights - Park Ridge","Queensland",Q,"Health Care and Social Assistance",85.9622,71.4,85,156.4,0.6039
212011549,"Pakenham - North East","Victoria",M,"Professional, Scientific and Technical Services",85.8485,70.35,85,155.35,0.6202
208031189,"Edithvale - Aspendale","Victoria",I,"Transport, Postal and Warehousing",85.7958,64.25,26,90.25,0.7353
313021368,"Morayfield - East","Queensland",M,"Professional, Scientific and Technical Services",85.7571,71.19,40,111.19,0.6046
214011373,"Frankston South","Victoria",I,"Transport, Postal and Warehousing",85.7395,73.55,49,122.55,0.5658
127011597,"West Hoxton - Middleton Grange","New South Wales",L,"Rental, Hiring and Real Estate Services",85.7011,61.03,98,159.03,0.8042
212041318,"Springvale South","Victoria",M,"Professional, Scientific and Technical Services",85.488,72.62,52,124.62,0.5772
402041048,"Salisbury North","South Australia",L,"Rental, Hiring and Real Estate Services",85.3598,73.22,94,167.22,0.5658
111031231,"Shortland - Jesmond","New South Wales",M,"Professional, Scientific and Technical Services",85.3003,86.48,51,137.48,0.3864
403021059,"Hallett Cove","South Australia",L,"Rental, Hiring and Real Estate Services",85.2351,72.86,40,112.86,0.5699
208011168,"Beaumaris","Victoria",I,"Transport, Postal and Warehousing",85.2155,66.98,25,91.98,0.6722
304041103,"The Gap","Queensland",I,"Transport, Postal and Warehousing",85.0559,59.45,41,100.45,0.8308
